Permit Number,Status,Street Number,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Added Date,Issue Date,Final Date,Building Area,Declared Valuation,Description,Application Type,Work Type,Use Code,Pre-direction,Location
755572,Stop Work,,,,,,,,05/13/2016,06/02/2016,,4729,300000.00,Pure Model-Patuxent,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
824395,Stop Work,21929,MOORHEN,ST,,CLARKSBURG,MD,20871,01/08/2018,02/26/2018,07/12/2018,4170,175000.00,"Customer Wants To Use ePlans,LOT: 17
BLOCK: AJ
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - ALCOTT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21929 MOORHEN ST
CLARKSBURG, MD 20871"
656954,Stop Work,5,PADDOCK,CT,,POTOMAC,MD,20854,12/04/2013,12/04/2013,01/28/2014,91,10011.00,STEPS/LANDING,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"5 PADDOCK CT
POTOMAC, MD 20854
(39.064182, -77.189112)"
763586,Stop Work,13818,LONGACRES PRESERVE,CT,,POTOMAC,MD,20854,07/13/2016,08/12/2016,12/29/2016,10749,175000.00,"Customer Wants To Use ePlans,LOT: 14 SUBDIVISION: LONGACRES PRESERVE HOUSE TYPE: REVERSE - MONTICELLO II",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13818 LONGACRES PRESERVE CT
POTOMAC, MD 20854
(39.062188, -77.290873)"
783554,Stop Work,13609,SOARING WING,LN,,SILVER SPRING,MD,20906,12/13/2016,01/12/2017,06/28/2017,4809,300000.00,"Customer Wants To Use ePlans,Lot 61V Barrington Poplar Run",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13609 SOARING WING LN
SILVER SPRING, MD 20906
(39.078638, -77.030461)"
769674,Stop Work,24,KENTBURY,WAY,,BETHESDA,MD,20814,08/25/2016,10/26/2016,05/18/2017,6810,350000.00,REBUILD,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"24 KENTBURY WAY
BETHESDA, MD 20814
(38.989801, -77.084513)"
766713,Stop Work,12219,BLUFFWOOD,TER,,CLARKSBURG,MD,20871,08/03/2016,01/30/2017,06/29/2017,2400,300000.00,"Customer Wants To Use ePlans,Lot 22 block X, Clarksburg Village (as part of townhouse stick lots 20-24X)
Referback to IRC 2015 pure model ANNAPOLIS 750139",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12219 BLUFFWOOD TER
CLARKSBURG, MD 20871
(39.225964, -77.253336)"
667516,Stop Work,11107,OLD COACH,RD,,POTOMAC,MD,20854,03/28/2014,03/28/2014,,332,10000.00,PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11107 OLD COACH RD
POTOMAC, MD 20854
(39.039432, -77.171689)"
824812,Stop Work,21818,FULMER,AVE,,CLARKSBURG,MD,20871,01/11/2018,02/02/2018,06/22/2018,6176,175000.00,"Customer Wants To Use ePlans,CABIN BRANCH,
LOT 75, BLOCK Y,
HOUSE TYPE - TYLER",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21818 FULMER AVE
CLARKSBURG, MD 20871"
702971,Stop Work,11903,COLDSTREAM,DR,,POTOMAC,MD,20854,02/09/2015,02/09/2015,07/23/2015,234,13000.00,kitchen renovations,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11903 COLDSTREAM DR
POTOMAC, MD 20854
(39.05153, -77.180071)"
734186,Stop Work,5609,HUNTINGTON,PKWY,,BETHESDA,MD,20817,10/29/2015,12/03/2015,,405,0.00,(23) ROOF MOUNTED SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5609 HUNTINGTON PKWY
BETHESDA, MD 20817
(38.992089, -77.113473)"
726470,Stop Work,10804,WHITERIM,DR,,POTOMAC,MD,20854,08/31/2015,08/31/2015,,336,10000.00,Deck,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,DECK,,"10804 WHITERIM DR
POTOMAC, MD 20854
(38.986362, -77.223237)"
305042,Stop Work,10019,KENDALE,RD,,POTOMAC,MD,20854,05/06/2003,,,2233,200000.00,"breakfast room, screen porch, flagstone patio and second floor bedroom, bathroom an laundry closet and bathroom renovation",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10019 KENDALE RD
POTOMAC, MD 20854
(39.020644, -77.175198)"
821750,Stop Work,14008,STILT,ST,,CLARKSBURG,MD,20871,12/05/2017,01/17/2018,06/20/2018,4157,300000.00,"Revision 821750 - increase size of front porch, delete covered porch, add window (400 sf)

,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Cabin Branch lot 52X Lexington",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14008 STILT ST
CLARKSBURG, MD 20871"
870384,Stop Work,19529,LEWIS ORCHARD,LN,,POOLESVILLE,MD,20837,03/27/2019,05/07/2019,10/23/2019,3787,214900.00,"Customer Wants To Use ePlans,Construct new single-family home on Lot 2, Blk G Brightwell Crossing, Town of Poolesville, Refer Back#733719 (but reversed)",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"19529 LEWIS ORCHARD LN
POOLESVILLE, MD 20837"
782593,Stop Work,13212,REDSPIRE,DR,,SILVER SPRING,MD,20906,12/05/2016,01/09/2017,06/15/2017,6291,300000.00,"Customer Wants To Use ePlans,Lot 39U Sedona Poplar Run",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13212 REDSPIRE DR
SILVER SPRING, MD 20906
(39.071877, -77.028381)"
824047,Stop Work,13907,GODWIT,ST,,CLARKSBURG,MD,20871,01/03/2018,03/12/2018,08/20/2018,4120,300000.00,"Customer Wants To Use ePlans,Cabin Branch lot 4X Denver",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13907 GODWIT ST
CLARKSBURG, MD 20871
(39.219751, -77.289162)"
819466,Stop Work,1615,REGENT MANOR,CT,,SILVER SPRING,MD,20904,11/12/2017,01/18/2018,06/19/2018,2772,90000.00,"Revision 01 - REVISE ENERGY CALCULATIONS,Customer Wants To Use ePlansCustomer Wants To Use ePlans,LOT: 160
BLOCK: A
SUBDIVISION: WHITE OAK
HOUSE TYPE: SCHUBERT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"1615 REGENT MANOR CT
SILVER SPRING, MD 20904
(39.042883, -76.977948)"
887831,Stop Work,18607,COMPHER,CT,,POOLESVILLE,MD,20837,08/28/2019,09/18/2019,,4839,214900.00,"Customer Wants To Use ePlans,Construct new single-family home on Lot 47, Blk F Brightwell Crossing, Town of Poolesville, Refer Back# 733719 (Seneca 49/50)",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"18607 COMPHER CT
POOLESVILLE, MD 20837"
278077,Stop Work,18526,RUSHBROOKE,DR,,OLNEY,MD,20832,05/20/2002,,,,147000.00,"MODEL:  BAYBERRY
Reviewed under IRC 2000 with amendmends",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"18526 RUSHBROOKE DR
OLNEY, MD 20832
(39.159957, -77.102529)"
295831,Stop Work,17512,SKYLINE,DR,,ASHTON,MD,20861,01/10/2003,,,1847,272000.00,,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"17512 SKYLINE DR
ASHTON, MD 20861
(39.143511, -76.981207)"
819467,Stop Work,1613,REGENT MANOR,CT,,SILVER SPRING,MD,20904,11/12/2017,01/18/2018,06/18/2018,2772,90000.00,"Revision 01 - REVISE ENERGY CALCULATIONS,Customer Wants To Use ePlansCustomer Wants To Use ePlans,LOT: 161
BLOCK: A
SUBDIVISION: WHITE OAK
HOUSE TYPE: SCHUBERT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"1613 REGENT MANOR CT
SILVER SPRING, MD 20904
(39.042883, -76.977969)"
690903,Stop Work,11000,RIVERWOOD,DR,,POTOMAC,MD,20854,10/09/2014,11/12/2014,12/08/2014,1688,50184.00,INSTALL (96) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11000 RIVERWOOD DR
POTOMAC, MD 20854
(39.036227, -77.224241)"
736841,Stop Work,19533,WOOTTON,AVE,,POOLESVILLE,MD,20837,11/19/2015,07/29/2016,12/23/2016,2288,100000.00,Lot 16. Construct 3 level Townhome. Pure Model #732884 (Chandler II).,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"19533 WOOTTON AVE
POOLESVILLE, MD 20837
(39.142492, -77.406156)"
775743,Stop Work,4200,CAMBERWELL,LN,,BURTONSVILLE,MD,20866,10/07/2016,11/02/2016,03/13/2017,4561,175000.00,"Customer Wants To Use ePlans,LOT: 7
BLOCK: F
SUBDIVISION: Fairland Park
HOUSE TYPE: Milan",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4200 CAMBERWELL LN
BURTONSVILLE, MD 20866
(39.093513, -76.922114)"
812981,Stop Work,13704,SOARING WING,LN,,SILVER SPRING,MD,20906,09/12/2017,10/09/2017,03/15/2018,6419,300000.00,"Revision 812981 - House type change (same house type and correct lot site plan) Poplar lot 116V SedonaCustomer Wants To Use ePlans,Lot 116V Poplar Run Sedona",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13704 SOARING WING LN
SILVER SPRING, MD 20906
(39.08041, -77.030433)"
870361,Stop Work,,,,,,,,03/27/2019,04/23/2019,,2513,300000.00,"Customer Wants To Use ePlans,Hadden II Elev. 30,31,40,41 std.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,
808857,Stop Work,19207,ABBEY MANOR,DR,,BROOKEVILLE,MD,20833,08/02/2017,09/01/2017,12/22/2017,5710,175000.00,"Customer Wants To Use ePlans,LOT: 3
BLOCK: I
SUBDIVISION: MANOR OAKS
HOUSE TYPE: DANVILLE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"19207 ABBEY MANOR DR
BROOKEVILLE, MD 20833"
291022,Stop Work,14239,SENECA,RD,,GERMANTOWN,MD,20874,10/28/2002,,,6400,200000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14239 SENECA RD
GERMANTOWN, MD 20874
(39.098134, -77.295538)"
839796,Stop Work,824,BUTTERFLY WEED,DR,,GERMANTOWN,MD,20876,06/02/2018,07/18/2018,11/09/2018,2893,165000.00,"Customer Wants To Use ePlans,construct new SFD house type Blue Rock
please add Dani Radoye to case to have access and receive notifications",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"824 BUTTERFLY WEED DR
GERMANTOWN, MD 20876
(39.215079, -77.24008)"
676077,Stop Work,8925,HARVEST SQUARE,CT,,POTOMAC,MD,20854,06/10/2014,06/12/2014,09/24/2014,148,8500.00,BREAKFAST ROOM EXTENSION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8925 HARVEST SQUARE CT
POTOMAC, MD 20854
(39.025313, -77.187656)"
834380,Stop Work,1025,MUTUAL,PL,,SANDY SPRING,MD,20860,04/18/2018,05/16/2018,10/01/2018,3590,175000.00,"Customer Wants To Use ePlans,LOT: 11 BLOCK: A SUBDIVISION: EARNSHAW HOUSE TYPE: ANDREW CARNEGIE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"1025 MUTUAL PL
SANDY SPRING, MD 20860"
766652,Stop Work,,,,,,,,08/03/2016,09/28/2016,,0,190000.00,"2015 PURE MODEL / 264/UNIT-D

2/7/17 -PURE MODEL REVISION FOR ARCH - MS",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,
685249,Stop Work,9901,HALL,RD,,POTOMAC,MD,20854,08/22/2014,08/29/2014,02/12/2015,50,6562.00,install beams in rear basement wall,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9901 HALL RD
POTOMAC, MD 20854
(39.017587, -77.204109)"
298009,Stop Work,7008,DARBY,RD,,BETHESDA,MD,20817,02/11/2003,06/10/2003,,5001,450000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"7008 DARBY RD
BETHESDA, MD 20817
(38.997356, -77.143025)"
856579,Stop Work,4343,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,10/28/2018,12/12/2018,04/17/2019,5124,175000.00,"Customer Wants To Use ePlans,LOT: 22
BLOCK: A
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: REVERSE - HAYWORTH",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4343 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
847861,Stop Work,13736,SOARING WING,LN,,SILVER SPRING,MD,20906,08/08/2018,08/28/2018,12/20/2018,6121,300000.00,"Customer Wants To Use ePlans,Poplar Run 108V Williamsport",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13736 SOARING WING LN
SILVER SPRING, MD 20906
(39.081634, -77.028052)"
754182,Stop Work,4508,WINDSOR,LN,,BETHESDA,MD,20814,05/04/2016,06/17/2016,01/03/2017,4500,550000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4508 WINDSOR LN
BETHESDA, MD 20814
(38.995423, -77.089583)"
842658,Stop Work,9108,EDGEWOOD,DR,,GAITHERSBURG,MD,20877,06/26/2018,06/26/2018,,270,13000.00,Renovation 270 square feet.,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9108 EDGEWOOD DR
GAITHERSBURG, MD 20877
(39.124025, -77.186722)"
875894,Stop Work,8,PAINTED LADY,WAY,,CLARKSBURG,MD,20871,05/17/2019,06/18/2019,12/20/2019,2062,300000.00,"Customer Wants To Use ePlans,Cabin Branch Lot 27S Everson",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"8 PAINTED LADY WAY
CLARKSBURG, MD 20871"
850260,Stop Work,4309,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,08/29/2018,10/18/2018,02/12/2019,4405,175000.00,"Customer Wants To Use ePlans,LOT: 38
BLOCK: A
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: MILAN",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4309 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
880554,Stop Work,27905,BARNES,RD,,DAMASCUS,MD,20872,06/26/2019,10/15/2019,,2244,510000.00,"Customer Wants To Use ePlans,Construct new single family home on empty lot.  Please include/invite Jane Whittington - jane@dovetailcm.com - to Projectdox...she is managing the permit process.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"27905 BARNES RD
DAMASCUS, MD 20872
(39.313803, -77.253842)"
875324,Stop Work,14908,SPRING MEADOWS,DR,,GERMANTOWN,MD,20874,05/13/2019,08/22/2019,,11090,850000.00,"Customer Wants To Use ePlans,New Single Family Residence",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14908 SPRING MEADOWS DR
GERMANTOWN, MD 20874
(39.099216, -77.307017)"
768692,Stop Work,,,,,,,,08/18/2016,10/21/2016,,1882,190000.00,2015 IRC PURE MODEL&nbsp; :&nbsp; UNIT B 296,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,
835529,Stop Work,25383,LYNWOOD FARM,CT,,CLARKSBURG,MD,20871,04/27/2018,05/30/2018,10/04/2018,6345,175000.00,"Customer Wants To Use ePlans,LOT: 1
BLOCK: A
SUBDIVISION: LYNWOOD FARMS
HOUSE TYPE: REVERSE - RADFORD",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"25383 LYNWOOD FARM CT
CLARKSBURG, MD 20871"
833947,Stop Work,21900,FULMER,AVE,,CLARKSBURG,MD,20871,04/15/2018,05/09/2018,10/15/2018,6018,175000.00,"Customer Wants To Use ePlans,LOT: 74
BLOCK: Y
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: TYLER",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21900 FULMER AVE
CLARKSBURG, MD 20871"
842599,Stop Work,25374,LYNWOOD FARM,CT,,CLARKSBURG,MD,20871,06/25/2018,08/01/2018,12/12/2018,6740,175000.00,"Customer Wants To Use ePlans,LOT: 6
BLOCK: A
SUBDIVISION: LYNWOOD FARM
HOUSE TYPE: RADFORD",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"25374 LYNWOOD FARM CT
CLARKSBURG, MD 20871"
863875,Stop Work,111,GREENTREE FARM,DR,,DICKERSON,MD,20842,01/18/2019,02/15/2019,06/26/2019,7616,175000.00,"Customer Wants To Use ePlans,LOT: 10
SUBDIVISION: GREENTREE FARM
HOUSE TYPE: REVERSE - STRATFORD HALL",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"111 GREENTREE FARM DR
DICKERSON, MD 20842"
855904,Stop Work,13915,GODWIT,ST,,CLARKSBURG,MD,20871,10/22/2018,01/02/2019,08/06/2019,3973,300000.00,"Customer Wants To Use ePlans,Cabin Branch Lot 8X Denver",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13915 GODWIT ST
CLARKSBURG, MD 20871
(39.219504, -77.289407)"
827349,Stop Work,22100,FULMER,AVE,,CLARKSBURG,MD,20871,02/08/2018,04/19/2018,08/08/2018,3514,175000.00,"Customer Wants To Use ePlans,LOT: 58
BLOCK: Y
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - ALCOTT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22100 FULMER AVE
CLARKSBURG, MD 20871
(39.217898, -77.288074)"
830103,Stop Work,4432,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,03/08/2018,04/03/2018,07/20/2018,3581,175000.00,"Customer Wants To Use ePlans,LOT: 32
BLOCK: B
SUBDIVISION: BENTLEY PARK;FAIRLAND PARK
HOUSE TYPE: REVERSE - ERNEST HEMMINGWAY",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4432 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
850259,Stop Work,21904,BROADWAY,AVE,,CLARKSBURG,MD,20871,08/29/2018,10/09/2018,02/08/2019,4355,175000.00,"Customer Wants To Use ePlans,LOT: 40
BLOCK: AK
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: SALINGER",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21904 BROADWAY AVE
CLARKSBURG, MD 20871"
209723,Stop Work,6845,GLENBROOK,RD,,BETHESDA,MD,20814,01/14/2000,,,2025,200000.00,"addition-1794, porch-231 sq. ft.",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"6845 GLENBROOK RD
BETHESDA, MD 20814
(38.978559, -77.105567)"
827029,Stop Work,19414,CISSEL MANOR,DR,,POOLESVILLE,MD,20837,02/06/2018,02/09/2018,07/24/2018,3186,214900.00,"Customer Wants To Use ePlans,Construct new single-family home on Lot 1 Blk E Brightwell Crossing, Town of Poolesville, Refer Back#733719",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"19414 CISSEL MANOR DR
POOLESVILLE, MD 20837
(39.155693, -77.407854)"
881414,Stop Work,4200,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,07/02/2019,08/06/2019,12/06/2019,4480,175000.00,"Customer Wants To Use ePlans,LOT: 4 BLOCK: A SUBDIVISION: BENTLEY PARK/FAIRLAND PARK HOUSE TYPE: HUDSON***",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4200 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
869483,Stop Work,13622,AUTUMN TRAIL,DR,,GERMANTOWN,MD,20874,03/19/2019,03/21/2019,,100,5000.00,"Using Montgomery County Residential Deck Details.,Deck Extension 100 SF using Composite TREX Boards.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,DECK,,"13622 AUTUMN TRAIL DR
GERMANTOWN, MD 20874
(39.138774, -77.284664)"
844606,Stop Work,3504,DUPONT,AVE,,KENSINGTON,MD,20895,07/12/2018,03/18/2019,,3865,100000.00,"Customer Wants To Use ePlans,New Single Family Home",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"3504 DUPONT AVE
KENSINGTON, MD 20895
(39.031131, -77.069748)"
809489,Stop Work,6825,MAPLE KNOLL,DR,,GAITHERSBURG,MD,20882,08/09/2017,10/17/2017,02/27/2018,7816,175000.00,"Customer Wants To Use ePlans,LOT: 6
BLOCK: A
SUBDIVISION: LAYTONSVILLE GROVE
HOUSE TYPE: ASHFORD",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"6825 MAPLE KNOLL DR
GAITHERSBURG, MD 20882
(39.205857, -77.133997)"
754590,Stop Work,,,,,,,,05/06/2016,07/07/2016,,1,95000.00,2015 PURE MODEL - LEFT HAND VERSION OF LOGAN 1 AND 2,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
818577,Stop Work,21217,CRACKLIN,RD,,GAITHERSBURG,MD,20882,11/02/2017,11/29/2017,03/29/2018,7471,175000.00,"Customer Wants To Use ePlans,Lot: 3
Block: B
Subdivision: Fulks Property
House Type: Stratford Hall",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21217 CRACKLIN RD
GAITHERSBURG, MD 20882"
754589,Stop Work,,,,,,,,05/06/2016,06/17/2016,,1,95000.00,2015 PURE MODEL - RIGHT HAND LOGAN I AND II,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
862892,Stop Work,14804,SADDLE CREEK,DR,,BURTONSVILLE,MD,20866,01/08/2019,02/06/2019,05/31/2019,3643,175000.00,"Customer Wants To Use ePlans,LOT: 32
BLOCK: H
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: BALLENGER",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14804 SADDLE CREEK DR
BURTONSVILLE, MD 20866
(39.098514, -76.919099)"
862149,Stop Work,4405,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,12/31/2018,02/01/2019,06/18/2019,4537,175000.00,"Customer Wants To Use ePlans,LOT: 18
BLOCK: A
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: REVERSE - HUDSON",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4405 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
812232,Stop Work,1021,MUTUAL,PL,,SANDY SPRING,MD,20860,09/05/2017,05/16/2018,09/25/2018,3590,90000.00,"Customer Wants To Use ePlans,LOT: 9
BLOCK: A
SUBDIVISION: THOMAS VILLGE
HOUSE TYPE: ANDREW CARNEGIE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"1021 MUTUAL PL
SANDY SPRING, MD 20860"
842592,Stop Work,21717,PEACH TREE,RD,,DICKERSON,MD,20842,06/25/2018,07/24/2018,11/27/2018,6205,175000.00,"Customer Wants To Use ePlans,LOT: 4
SUBDIVISION: GREE TREE
HOUSE TYPE: MARYMOUNT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21717 PEACH TREE RD
DICKERSON, MD 20842
(39.211475, -77.363078)"
836388,Stop Work,13064,EBENEZER CHAPEL,DR,,CLARKSBURG,MD,20871,05/03/2018,06/11/2018,11/21/2018,2832,200000.00,"Customer Wants To Use ePlans,Lot 73BB Clarksburg Town Center West",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13064 EBENEZER CHAPEL DR
CLARKSBURG, MD 20871
(39.242479, -77.278648)"
850249,Stop Work,21811,FULMER,AVE,,CLARKSBURG,MD,20871,08/29/2018,10/09/2018,03/14/2019,5461,175000.00,"Customer Wants To Use ePlans,LOT: 35
BLOCK: AI
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - CHARLOTTE BRONTE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21811 FULMER AVE
CLARKSBURG, MD 20871"
817494,Stop Work,19011,ST ALBERT,DR,,BROOKEVILLE,MD,20833,10/23/2017,11/28/2017,,5538,175000.00,"Customer Wants To Use ePlans,LOT: 89
BLOCK: E
SUBDIVISION: MANOR OAKS
HOUSE TYPE: REVERSE - DANVILLE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"19011 ST ALBERT DR
BROOKEVILLE, MD 20833"
861717,Stop Work,15612,STEAMBOAT,WAY,,SILVER SPRING,MD,20906,12/21/2018,02/08/2019,06/13/2019,1728,98000.00,"Customer Wants To Use ePlans,Build MPDU TH",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"15612 STEAMBOAT WAY
SILVER SPRING, MD 20906"
859594,Stop Work,9914,SIDNEY,RD,,SILVER SPRING,MD,20901,11/29/2018,12/10/2018,,180,7000.00,"293 Square foot shed./Shed reduced to 180 square feet due to set back from property line, error on first plat, unknown to property owner. Approved by building reviewer 1/10/2019.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SHED,,"9914 SIDNEY RD
SILVER SPRING, MD 20901
(39.018836, -77.030653)"
829924,Stop Work,1024,MUTUAL,PL,,SANDY SPRING,MD,20860,03/07/2018,05/11/2018,09/18/2018,2880,95000.00,"Revision 01 - Add 10ï¿½ Bump Out,Customer Wants To Use ePlansCustomer Wants To Use ePlans,EARNSHAW,
LOT 14, BLOCK A,
HOUSE TYPE - REVERSED - ANDREW CARNEGIE",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"1024 MUTUAL PL
SANDY SPRING, MD 20860"
856564,Stop Work,13328,BEA KAY,DR,,SILVER SPRING,MD,20904,10/27/2018,09/23/2019,,2739,205000.00,"Customer Wants To Use ePlans,New Construction of Single Family Dwelling
RANDOLPH Model Front Elevation C Garage Right",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13328 BEA KAY DR
SILVER SPRING, MD 20904
(39.076234, -76.991247)"
817255,Stop Work,12,SCHINDLER,CT,,SILVER SPRING,MD,20903,10/20/2017,11/24/2017,,25,1000.00,REMOVING WALL.,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12 SCHINDLER CT
SILVER SPRING, MD 20903
(39.026801, -76.988991)"
