"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"606786","Open",,,,,,,,"2012-07-30T11:07:29.000",,,"2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"606787","Open",,,,,,,,"2012-07-30T11:07:34.000",,,"2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"606788","Open",,,,,,,,"2012-07-30T11:07:37.000",,,"2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"606791","Open",,,,,,,,"2012-07-30T11:07:44.000",,,"2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"606794","Finaled","108","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T11:07:02.000","2013-03-20T03:03:03.000","2013-08-30T11:08:46.000","2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"108 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109475, -77.259005)"
"606795","Finaled","106","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T11:07:06.000","2013-03-20T03:03:12.000","2013-10-18T03:10:27.000","1966","200000","HOUSE TYPE: AUBREY&nbsp; (MPDU)

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"106 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109456, -77.259067)"
"606796","Finaled","104","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T11:07:09.000","2013-03-20T03:03:07.000","2013-10-18T03:10:09.000","1966","200000","HOUSE TYPE:&nbsp; AUBREY (MPDU)

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"104 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109439, -77.25912)"
"606797","Issued","102","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T11:07:12.000","2013-03-20T03:03:19.000",,"2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"102 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109419, -77.259201)"
"606798","Finaled","100","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T11:07:16.000","2013-03-20T03:03:57.000","2013-09-17T02:09:50.000","2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"100 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109402, -77.259281)"
"606822","Finaled","109","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T02:07:26.000","2013-05-30T03:05:31.000","2013-10-17T10:10:22.000","2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"109 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109507, -77.258903)"
"606823","Finaled","107","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T02:07:32.000","2013-05-30T03:05:41.000","2013-10-17T10:10:45.000","2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"107 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109492, -77.258953)"
"606824","Finaled","105","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T02:07:37.000","2013-05-30T03:05:05.000","2013-10-29T07:10:04.000","1966","200000","HOUSE TYPE:&nbsp; AUBREY (MPDU)

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"105 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109472, -77.259015)"
"606825","Finaled","103","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T02:07:43.000","2013-05-30T03:05:45.000","2013-12-20T07:12:14.000","1966","200000","HOUSE TYPE:&nbsp; AUBREY (MPDU)

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"103 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109455, -77.259069)"
"606826","Finaled","101","SAMUEL MANOR","CT",,"GAITHERSBURG","MD","20878","2012-07-30T02:07:50.000","2013-05-30T03:05:02.000","2015-03-10T08:03:00.000","2355","200000","HOUSE TYPE:&nbsp; PAXTON

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"101 SAMUEL MANOR CT
GAITHERSBURG, MD 20878
(39.109434, -77.259138)"
"606853","Finaled","112","WHISPERING WILLOW","WAY",,"SANDY SPRING","MD","20860","2012-07-31T07:07:46.000","2013-04-10T12:04:45.000","2013-12-10T09:12:12.000","1524","159000","Model:&nbsp; 122 Ellis&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"112 WHISPERING WILLOW WAY
SANDY SPRING, MD 20860
(39.153521, -77.029324)"
"606855","Finaled","22752","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:10.000","2013-03-11T10:03:20.000","2013-08-30T07:08:08.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22752 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229344, -77.247373)"
"606856","Finaled","22754","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:08.000","2013-03-11T10:03:36.000","2013-09-04T08:09:15.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22754 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.22939, -77.247319)"
"606857","Finaled","22756","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:13.000","2013-03-11T11:03:11.000","2013-09-17T10:09:03.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22756 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229431, -77.247272)"
"606858","Finaled","22758","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:16.000","2013-03-11T11:03:44.000","2013-09-18T05:09:01.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22758 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229471, -77.247224)"
"606859","Finaled","22760","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:19.000","2013-03-11T11:03:11.000","2013-09-18T05:09:45.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22760 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229512, -77.247177)"
"606860","Finaled","22762","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:23.000","2013-03-11T11:03:25.000","2013-09-22T05:09:33.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22762 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229553, -77.247129)"
"606861","Finaled","22764","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T07:07:26.000","2013-03-11T11:03:34.000","2013-09-17T10:09:07.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22764 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229598, -77.247075)"
"606862","Finaled","110","WHISPERING WILLOW","WAY",,"SANDY SPRING","MD","20860","2012-07-31T07:07:55.000","2013-04-10T12:04:52.000","2013-10-29T08:10:14.000","1524","159000","Model:&nbsp; 122 Ellis&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"110 WHISPERING WILLOW WAY
SANDY SPRING, MD 20860
(39.153516, -77.029382)"
"606876","Finaled","22744","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T09:07:29.000","2013-01-03T10:01:40.000","2013-05-30T07:05:13.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22744 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229161, -77.247587)"
"606877","Finaled","22746","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T09:07:34.000","2013-01-03T10:01:38.000","2013-06-06T06:06:45.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22746 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229207, -77.247533)"
"606878","Finaled","22748","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T09:07:39.000","2013-01-03T10:01:15.000","2013-05-30T07:05:36.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22748 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229248, -77.247486)"
"606879","Finaled","22750","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-07-31T09:07:45.000","2013-01-03T10:01:49.000","2013-05-30T07:05:27.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS W/ 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22750 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229294, -77.247432)"
"606941","Stop Work","2014","SHOREFIELD","RD",,"SILVER SPRING","MD","20902","2012-07-31T11:07:25.000","2012-10-05T01:10:54.000",,"40","3000","ADDING AREAWAY TO EXISTING BASEMENT.&nbsp; WORK IN PROCESS AND STOPPED BY INSPECTOR FOR NO PERMIT","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"2014 SHOREFIELD RD
SILVER SPRING, MD 20902
(39.053082, -77.045824)"
"607005","Finaled","9807","CEDAR","LN",,"KENSINGTON","MD","20895","2012-07-31T03:07:45.000","2012-07-31T04:07:24.000","2013-07-26T07:07:58.000","216","2500","&nbsp; Montgomery County Deck Details","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"9807 CEDAR LN
KENSINGTON, MD 20895
(39.015854, -77.088445)"
"607019","Finaled","11923","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2012-07-31T05:07:22.000","2013-03-07T02:03:57.000","2013-10-17T08:10:19.000","2520","95000","MODEL:&nbsp;STRAUSS (refer back #562080) with a 6' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11923 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.229116, -77.248483)"
"607020","Finaled","11921","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2012-07-31T05:07:26.000","2013-03-07T02:03:10.000","2013-10-17T08:10:08.000","2520","95000","MODEL:&nbsp;STRAUSS &nbsp;(refer back #562080) with a 6' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11921 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.229074, -77.248424)"
"607029","Finaled","22730","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:13.000","2012-11-27T02:11:04.000","2013-04-08T06:04:08.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22730 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.228858, -77.247943)"
"607031","Finaled","22732","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:45.000","2012-11-27T02:11:02.000","2013-04-08T07:04:41.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22732 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.228903, -77.24789)"
"607032","Finaled","22734","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:51.000","2012-11-27T02:11:05.000","2013-04-10T09:04:59.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22734 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.228944, -77.247843)"
"607033","Finaled","22736","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:57.000","2012-11-27T02:11:44.000","2013-04-16T08:04:24.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22736 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.228984, -77.247795)"
"607034","Finaled","22738","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:02.000","2012-11-27T02:11:45.000","2013-04-16T08:04:46.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22738 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229024, -77.247748)"
"607035","Finaled","22740","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:07.000","2012-11-27T02:11:05.000","2013-04-19T08:04:19.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22740 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229065, -77.2477)"
"607036","Finaled","22742","AUTUMN BREEZE","AVE",,"CLARKSBURG","MD","20871","2012-08-01T07:08:12.000","2012-11-27T02:11:00.000","2013-04-19T08:04:49.000","2520","95000","HOUSE TYPE:&nbsp; STRAUSS WITH 6' FENCE

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"22742 AUTUMN BREEZE AVE
CLARKSBURG, MD 20871
(39.229111, -77.247647)"
"607053","Finaled","1115","HORNELL","DR",,"SILVER SPRING","MD","20905","2012-08-01T08:08:36.000","2012-08-02T11:08:22.000","2013-05-16T02:05:51.000","1200","35000","DETACHED GARAGE AT EXISTING RESIDENCE&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","GARAGE",,"1115 HORNELL DR
SILVER SPRING, MD 20905
(39.143973, -76.991588)"
"607122","Stop Work","601","PIPING ROCK","DR",,"SILVER SPRING","MD","20905","2012-08-01T11:08:55.000","2012-09-06T08:09:30.000",,"450","7000","ADDITION OF&nbsp;CARPORT TO GARAGE","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"601 PIPING ROCK DR
SILVER SPRING, MD 20905
(39.098418, -76.997929)"
"607126","Finaled","14","SAVANNAH","CT",,"BETHESDA","MD","20817","2012-08-01T12:08:40.000","2012-08-01T02:08:59.000","2013-10-07T07:10:10.000","429","20000","Addition &amp; 6 ft fence

*revision 3/18/13*","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"14 SAVANNAH CT
BETHESDA, MD 20817
(39.020402, -77.159122)"
"607149","Finaled","99","ELDRID","DR",,"SILVER SPRING","MD","20904","2012-08-01T01:08:07.000","2012-08-01T03:08:11.000","2012-09-07T09:09:07.000","192","6000","DECK

BUILD PER&nbsp; MONTGOMERY COUNTY DECK DETAILS","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"99 ELDRID DR
SILVER SPRING, MD 20904
(39.065105, -77.00999)"
"607195","Finaled","9819","SINGLETON","DR",,"BETHESDA","MD","20817","2012-08-01T03:08:46.000","2012-09-14T12:09:16.000","2014-08-06T07:08:56.000","1535","80000","Walk out basement with a 1 story addition

**REVISION BATHROOM, FRAMING, WALL CONFIGURATION, BACK PORCH&nbsp;5/21/13**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9819 SINGLETON DR
BETHESDA, MD 20817
(39.013681, -77.12586)"
"607211","Issued","17801","EDWARDS FERRY","RD",,"POOLESVILLE","MD","20837","2012-08-02T07:08:12.000","2012-08-08T10:08:01.000",,"1200","30000","INGROUND&nbsp; POOL","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SWIMMING POOL",,"17801 EDWARDS FERRY RD
POOLESVILLE, MD 20837
(39.148046, -77.454207)"
"607257","Finaled","18710","ASHBOURNE","PL",,"OLNEY","MD","20832","2012-08-02T10:08:57.000","2012-09-06T10:09:19.000","2012-12-26T08:12:20.000","6337","193800","MODEL:&nbsp; MONTEREY - Elev 3","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"18710 ASHBOURNE PL
OLNEY, MD 20832
(39.171414, -77.106074)"
"607306","Issued","10","LAUER","TER",,"SILVER SPRING","MD","20901","2012-08-02T12:08:50.000","2012-08-10T02:08:34.000",,"1142","594858","1st and 2nd FLOOR ADDITIONS

**REVISION**&nbsp; 10/18/12&nbsp; Changes to wall bracing plan

**REVISION TO UNDERPINNING IN BASEMENT 2/19/13**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10 LAUER TER
SILVER SPRING, MD 20901
(39.005763, -77.010784)"
"607316","Issued","3","BRIGHTON KNOLLS","CT",,"BRINKLOW","MD","20862","2012-08-02T01:08:25.000","2012-08-02T02:08:12.000",,"236","58500","Alterations---bathroom reno &amp; addition of 2 fire places","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"3 BRIGHTON KNOLLS CT
BRINKLOW, MD 20862
(39.184968, -77.022876)"
"607406","Issued",,,,,,,,"2012-08-03T10:08:34.000","2012-12-05T01:12:15.000",,"5737","0","2012 IRC Pure Model - AGATHA CHRISTI

REVISION submitted on 7/25/14 - STRUCTURAL only (emc)&nbsp; Revision issued on 7/31/2014 (Detached garage 462 sqft)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,
"607425","Finaled","22509","MUSCADINE","DR",,"CLARKSBURG","MD","20871","2012-08-03T12:08:07.000","2012-10-02T02:10:52.000","2013-01-17T01:01:36.000","4654","145000","&nbsp;AGATHA&nbsp;CHRISTIE WITH FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22509 MUSCADINE DR
CLARKSBURG, MD 20871
(39.224714, -77.241061)"
"607524","Open","13109","OLIVE BRANCH","CT",,"SILVER SPRING","MD","20904","2012-08-06T09:08:41.000",,,"100","500","SHED..ALREADY EXISTED BUT RELOCTED AND COUNTY ZONING INSPECTOR&nbsp;SAID THEY NEEDED A PERMIT FOR CHANGING LOCATION.&nbsp; RECEIVED ZONING FINE.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"13109 OLIVE BRANCH CT
SILVER SPRING, MD 20904
(39.071585, -76.939746)"
"607600","Issued","8502","FLOWER","AVE",,"TAKOMA PARK","MD","20912","2012-08-06T11:08:56.000","2012-08-06T01:08:31.000",,"70","6500","Replacing existing wood steps, hand rail and planter.&nbsp; Replacing existing concrete steps&nbsp; and metal hand rail and new concrete steps and metal hand rail","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"8502 FLOWER AVE
TAKOMA PARK, MD 20912
(38.99546, -77.002704)"
"607632","Issued",,,,,,,,"2012-08-06T02:08:15.000","2012-12-17T03:12:58.000",,"4422","145000","PURE&nbsp; MODEL - JOHN STEINBECK - IRC 2012

REVISION submitted on 7/25/14 - STRUCTURAL only (emc)

Revision issued on 8/8/14 (emc)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,
"607767","Finaled","21112","CHRISMAN HILL","CT",,"BOYDS","MD","20841","2012-08-07T01:08:54.000","2012-08-07T02:08:39.000","2012-11-20T08:11:19.000","290","25000","BATHROOM &amp; LAUNDRY ROOM RENOVATIONS","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"21112 CHRISMAN HILL CT
BOYDS, MD 20841
(39.203528, -77.297343)"
"607939","Finaled","13413","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T01:08:16.000","2012-09-06T01:09:45.000","2013-12-11T07:12:54.000","2878","200000","HOUSE TYPE:&nbsp; MCKINLEY","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13413 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076382, -77.029403)"
"607946","Issued","13407","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T01:08:48.000","2012-09-06T02:09:36.000",,"1982","200000","HOUSE TYPE:&nbsp; MANNING

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13407 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076208, -77.029438)"
"607947","Finaled","13403","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T01:08:54.000","2012-09-06T02:09:28.000","2013-12-11T06:12:56.000","2582","200000","HOUSE TYPE:&nbsp; REECE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13403 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076104, -77.029459)"
"607948","Finaled","13401","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T01:08:59.000","2012-09-06T02:09:29.000","2013-12-11T06:12:20.000","2906","200000","HOUSE TYPE:&nbsp;&nbsp;GRANVILLE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13401 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076027, -77.029474)"
"607965","Finaled","13405","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T02:08:12.000","2012-09-06T02:09:17.000","2013-12-11T06:12:55.000","2582","200000","HOUSE TYPE:&nbsp; REECE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13405 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076158, -77.029448)"
"607966","Finaled","13409","DEER HIGHLANDS","WAY",,"SILVER SPRING","MD","20906","2012-08-08T02:08:17.000","2012-09-06T02:09:20.000","2013-04-10T05:04:36.000","2582","200000","HOUSE TYPE:&nbsp; REECE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13409 DEER HIGHLANDS WAY
SILVER SPRING, MD 20906
(39.076257, -77.029428)"
"608044","Finaled","13209","GETTY","LN",,"CLARKSBURG","MD","20871","2012-08-09T09:08:35.000","2012-10-12T10:10:23.000","2013-04-18T09:04:37.000","1862","180000","HOUSE TYPE:&nbsp; WYETH

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13209 GETTY LN
CLARKSBURG, MD 20871
(39.223763, -77.272808)"
"608046","Finaled","13207","GETTY","LN",,"CLARKSBURG","MD","20871","2012-08-09T09:08:14.000","2012-10-12T10:10:40.000","2013-04-18T09:04:21.000","1862","180000","HOUSE TYPE:&nbsp; WYETH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13207 GETTY LN
CLARKSBURG, MD 20871
(39.223906, -77.272878)"
"608047","Finaled","13205","GETTY","LN",,"CLARKSBURG","MD","20871","2012-08-09T09:08:18.000","2012-10-12T10:10:33.000","2013-04-18T09:04:13.000","1862","180000","HOUSE TYPE:&nbsp; WYETH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13205 GETTY LN
CLARKSBURG, MD 20871
(39.22395, -77.27292)"
"608048","Finaled","13203","GETTY","LN",,"CLARKSBURG","MD","20871","2012-08-09T09:08:21.000","2012-10-12T10:10:09.000","2013-04-16T07:04:22.000","1862","180000","HOUSE TYPE:&nbsp; WYETH

SUBMITTED PRIOR TO 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13203 GETTY LN
CLARKSBURG, MD 20871
(39.223995, -77.272961)"
"608049","Finaled","13201","GETTY","LN",,"CLARKSBURG","MD","20871","2012-08-09T09:08:24.000","2012-10-12T10:10:26.000","2013-04-16T07:04:40.000","1862","180000","HOUSE TYPE:&nbsp; WYETH

SUBMITTED PRIOR TO&nbsp; 7/1/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13201 GETTY LN
CLARKSBURG, MD 20871
(39.224045, -77.273007)"
"608153","Finaled","9612","OLD SPRING","RD",,"KENSINGTON","MD","20895","2012-08-10T07:08:22.000","2012-08-14T02:08:40.000","2012-11-19T07:11:22.000","335","55000","Alteration to walkway on sfd&nbsp; and retaining wall","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"9612 OLD SPRING RD
KENSINGTON, MD 20895
(39.0128, -77.070467)"
